"","LYLTY_CARD_NBR","V1"
"67",2210,"Smiths,RRD"
"68",2224,"Kettle"
"69",2237,"Tyrrells,Burger,Infuzions"
"70",2250,"Woolworths,Natural,Smiths,Woolworths"
"71",2254,"Doritos"
"72",2273,"Smiths,GrnWves"
"73",2277,"Kettle"
"74",2285,"Kettle"
"75",2288,"Pringles,Kettle"
"76",2315,"Thins"
"77",2327,"Smiths"
"78",2332,"Twisties"
"79",2349,"Smith"
"80",2369,"Smiths"
"81",2400,"Doritos"
"82",2425,"RRD,Tostitos"
"83",2447,"Natural,Pringles"
"84",2457,"Doritos"
"85",2494,"RRD"
"86",3006,"Twisties,Thins"
"87",3014,"Kettle,Cheezels,Doritos,Pringles,Pringles,Doritos,Twisties"
"88",3026,"Pringles,Doritos"
"89",3031,"Smiths,Kettle,Thins,Doritos,Thins,Doritos"
"90",3032,"Infuzions,Doritos,Doritos"
"91",3066,"Tostitos,Kettle,Kettle,Pringles,Tostitos"
"92",3073,"Infuzions,Doritos,Tyrrells,Kettle"
"93",3075,"Cheezels"
"94",3083,"GrnWves"
"95",3093,"Kettle,Cobs,Infuzions,Infuzions,Thins,Thins"
"96",3110,"Doritos,Pringles,Pringles,Kettle,Kettle"
"97",3113,"Doritos,Doritos"
"98",3116,"Doritos,Doritos,Doritos"
"99",3118,"Pringles,Pringles,Infuzions"
"100",3120,"Cobs,Kettle,Pringles,Kettle,Infuzions"
"101",3131,"Kettle,Cheezels,Doritos,Kettle"
"102",3146,"Kettle,Kettle,Twisties,Tostitos"
"103",3168,"Infuzions,Kettle"
"104",3170,"Tostitos,Kettle,Kettle,Tostitos,Kettle"
"105",3182,"Kettle,Kettle,Doritos,Kettle,Thins"
"106",3207,"Smiths"
"107",3231,"Twisties,Cheezels"
"108",3238,"Doritos,Infuzions,Infuzions"
"109",3250,"Twisties,Kettle,Pringles,Infuzions"
"110",3251,"Kettle"
"111",3252,"Twisties,Cobs"
"112",3255,"GrnWves,Cobs,Doritos"
"113",3263,"Kettle,Kettle"
"114",3267,"Kettle,Smiths,Kettle,Smiths,Kettle"
"115",3278,"Kettle,Pringles"
"116",3305,"Doritos"
"117",3310,"Cheezels,Doritos"
"118",3316,"Kettle,Kettle,Doritos"
"119",3329,"Smiths"
"120",3331,"Cheezels,Tostitos"
"121",3336,"Kettle"
"122",3337,"Twisties,Doritos,Doritos"
"123",3338,"Thins,Doritos,Cobs,Pringles,Kettle"
"124",3339,"Thins,Doritos,Kettle,Pringles,Twisties,Cobs,Doritos,Pringles"
"125",3341,"Doritos,Infuzions,Smiths,Tostitos,Pringles,Pringles"
"126",3354,"Smiths,Pringles,Doritos"
"127",3359,"Tyrrells,Kettle,Infuzions,Cobs"
"128",4000,"Cobs,Kettle"
"129",4001,"Twisties,Doritos,Kettle,Thins,Cobs,Pringles,Kettle"
"130",4002,"Doritos,Pringles"
"131",4009,"Kettle,Kettle,Kettle"
"132",4012,"Cheezels,Thins,Pringles"
"133",4020,"Thins"
"134",4023,"Tostitos,Cobs,Tostitos"
"135",4031,"Doritos,Infuzions,Kettle,Kettle,Smiths"
"136",4040,"Twisties,Doritos"
"137",4045,"Kettle"
"138",4058,"Cheezels,Tostitos"
"139",4081,"Pringles,Tostitos,Cobs,Kettle,Pringles,Tostitos,Kettle"
"140",4082,"Tostitos"
"141",4083,"Doritos,Pringles,Kettle"
"142",4097,"Thins,Kettle,Kettle"
"143",4105,"Infuzions,GrnWves"
"144",4110,"Twisties,Smiths,Pringles,Infuzions,Doritos,Cobs,Thins"
"145",4118,"Kettle,Tyrrells,Pringles,Twisties,Smiths,Doritos"
"146",4139,"Thins,Kettle,Twisties,Kettle,Kettle,Kettle,Twisties"
"147",4165,"Kettle"
"148",4172,"Tostitos,Doritos,Tyrrells"
"149",4181,"Pringles"
"150",4182,"Doritos"
"151",4209,"Pringles,Pringles,Kettle,Kettle,Tostitos,Kettle,Kettle"
"152",4246,"Doritos,Doritos,GrnWves,Smiths,Kettle"
"153",4251,"Pringles,Kettle,Pringles"
"154",4261,"Pringles,Kettle,Pringles"
"155",4278,"Doritos,GrnWves,Pringles"
"156",4301,"Doritos,Kettle,Tostitos,Pringles,Pringles,Kettle"
"157",4307,"Smiths,Kettle"
"158",4313,"Infuzions,Pringles"
"159",4315,"Pringles,Tyrrells,Pringles"
"160",4320,"Doritos,Infuzions,Kettle"
"161",4344,"Tostitos"
"162",4345,"Smiths,Kettle,Tyrrells,Pringles,Infuzions"
"163",4353,"Kettle,Thins,Cheezels"
"164",4366,"Doritos,Doritos,Smiths"
"165",4367,"Doritos"
"166",5002,"Thins,Cheezels,French,CCs,Infuzions,Pringles,Thins,RRD,RRD"
"167",5014,"Woolworths,Thins"
"168",5057,"Pringles,Kettle,Woolworths,Doritos,Twisties"
"169",5067,"Smiths,RRD,Kettle"
"170",5129,"Smiths,GrnWves,Cheetos,Pringles,Kettle,Natural"
"171",5140,"Kettle,Kettle,Thins,Smith,Natural"
"172",5167,"GrnWves"
"173",5174,"Cheetos,Doritos"
"174",5182,"GrnWves,Cheetos,CCs,RRD,Kettle,RRD,Pringles"
"175",5197,"Cobs,Kettle,Tostitos,Smiths,Natural"
"176",5199,"Kettle"
"177",5210,"Tyrrells,Kettle,Smiths,RRD,Natural,Natural,Twisties,Natural"
"178",5232,"Doritos,RRD,Tostitos,Cobs,Smiths,Doritos"
"179",6017,"GrnWves,Cobs"
"180",6026,"Pringles,Kettle,Kettle"
"181",6032,"Smiths"
"182",6042,"Cobs,Doritos,Natural"
"183",6055,"Tostitos"
"184",6061,"Infuzions,Pringles"
"185",6065,"Pringles,RRD"
"186",6078,"Tostitos"
"187",6079,"Smiths,CCs,Woolworths"
"188",6096,"Doritos"
"189",6101,"Pringles,RRD"
"190",6103,"Kettle"
"191",6105,"Smiths,Tostitos"
"192",6106,"Smiths,Kettle"
"193",6112,"Woolworths"
"194",6113,"Tostitos"
"195",6137,"Smiths"
"196",6148,"Twisties"
"197",6177,"Cobs"
"198",6178,"Cheetos,Kettle"
"199",6193,"RRD,Smiths"
"200",6198,"Infuzions,Thins"
"201",6214,"CCs"
"202",6217,"Pringles,Smiths"
"203",6220,"Natural,Thins,GrnWves,Doritos"
"204",6255,"Twisties"
"205",6263,"Natural,Kettle"
"206",6267,"Woolworths,Thins"
"207",6273,"Kettle"
"208",6276,"Pringles"
"209",6280,"Tostitos"
"210",6306,"Thins"
"211",6309,"Pringles"
"212",6323,"Kettle,Smiths"
"213",6334,"GrnWves,Pringles"
"214",6340,"Smiths"
"215",6344,"Pringles"
"216",6348,"Thins"
"217",6361,"Pringles"
"218",6375,"Tyrrells"
"219",6381,"Doritos"
"220",6392,"Kettle"
"221",6434,"Kettle"
"222",6441,"Thins"
"223",6459,"GrnWves,Pringles"
"224",6494,"Kettle"
"225",7023,"Infuzions,Smiths"
"226",7040,"Smiths"
"227",7055,"Doritos"
"228",7062,"Doritos,Tostitos"
"229",7087,"Infuzions,Infuzions,Doritos,Smiths,GrnWves,Thins"
"230",7089,"GrnWves,Kettle"
"231",7094,"Pringles,Smiths"
"232",7114,"Thins,Doritos,Tostitos"
"233",7127,"Kettle,Pringles,Thins"
"234",7134,"Smiths,Doritos,Infuzions,Tostitos,Tostitos,Doritos"
"235",7162,"Kettle,Kettle,Twisties,Pringles"
"236",7168,"Pringles,Kettle"
"237",7169,"Kettle,Kettle"
"238",7176,"Infuzions,Smiths,Smiths"
"239",7185,"Thins,Thins"
"240",7194,"Doritos"
"241",7198,"Kettle,Infuzions,Kettle,Pringles,Pringles"
"242",7200,"Cobs,Cobs,Cheezels,Doritos,Thins"
"243",7202,"Smiths,Twisties"
"244",7232,"Doritos,Kettle,Doritos,Cobs,Doritos"
"245",7238,"Pringles,Twisties,GrnWves,Pringles,Thins,Tyrrells"
"246",7239,"Infuzions,Cobs"
"247",7248,"Doritos,Kettle,Doritos"
"248",7251,"Kettle,Kettle,Kettle,Doritos"
"249",7262,"Infuzions"
"250",7266,"Smiths,Cobs,Infuzions"
"251",7271,"Smiths,GrnWves,GrnWves"
"252",7274,"Doritos,Kettle"
"253",7275,"Tyrrells,Thins,Cobs,Kettle"
"254",7286,"Kettle"
"255",7291,"Kettle,Kettle,Infuzions,Pringles"
"256",7308,"Cobs,Pringles,Thins,Pringles"
"257",7313,"Pringles,Kettle"
"258",7357,"Smiths,Kettle,Doritos"
"259",7360,"Kettle,Doritos"
"260",7363,"Infuzions"
"261",8006,"Twisties"
"262",8016,"Thins"
"263",8022,"Tostitos,Kettle,Doritos"
"264",8024,"Pringles"
"265",8026,"Kettle,Doritos,Kettle"
"266",8031,"Smiths"
"267",8036,"Kettle"
"268",8045,"Doritos"
"269",8049,"Pringles"
"270",8051,"Doritos"
"271",8053,"Doritos,Cobs"
"272",8055,"Infuzions"
"273",8072,"Tyrrells,Kettle"
"274",8076,"Tyrrells"
"275",8078,"Pringles,Tyrrells"
"276",8091,"Cobs"
"277",8102,"Pringles"
"278",8114,"Pringles,Infuzions,Smiths"
"279",8117,"Kettle,Kettle"
"280",8127,"Pringles"
"281",8130,"Cobs,Doritos"
"282",8136,"Thins,Kettle"
"283",8138,"Infuzions"
"284",8144,"Pringles"
"285",8146,"Doritos,Kettle"
"286",8156,"Kettle"
"287",8174,"Twisties"
"288",8186,"Smiths,Smiths"
"289",8193,"Kettle"
"290",8196,"Infuzions"
"291",8202,"Kettle,Smiths"
"292",8205,"Tyrrells"
"293",8211,"Pringles,Pringles,Tyrrells"
"294",8212,"Twisties"
"295",8220,"Infuzions"
"296",8226,"Doritos"
"297",8228,"Kettle"
"298",8237,"GrnWves,GrnWves"
"299",8243,"Kettle,Pringles,Twisties"
"300",8247,"Pringles"
"301",8252,"Kettle,Kettle,Kettle"
"302",8256,"Kettle"
"303",8259,"Kettle"
"304",8268,"Twisties,Kettle,Twisties"
"305",8269,"Cobs,Pringles"
"306",8273,"Pringles"
"307",8283,"Kettle"
"308",8284,"Twisties"
"309",8305,"Doritos,Infuzions,Twisties"
"310",8308,"Twisties,Pringles"
"311",8311,"Kettle,GrnWves"
"312",8314,"Tostitos"
"313",8328,"Pringles,Doritos,Infuzions"
"314",8329,"Kettle"
"315",8334,"Kettle,Pringles"
"316",8339,"Kettle"
"317",8344,"Kettle,Infuzions,Doritos"
"318",8347,"Smiths,Kettle,Infuzions,Pringles"
"319",8359,"Smiths"
"320",8372,"Kettle,GrnWves,Tostitos"
"321",8374,"Smiths"
"322",9010,"GrnWves"
"323",9027,"Smiths,Pringles"
"324",9033,"Kettle"
"325",9046,"Doritos,Kettle"
"326",9064,"Pringles,Tyrrells"
"327",9067,"Natural,RRD,Kettle"
"328",9070,"Kettle,Thins"
"329",9127,"Doritos"
"330",9161,"Thins"
"331",9166,"Tostitos"
"332",9175,"RRD,Pringles"
"333",9180,"Pringles"
"334",9191,"Tostitos"
"335",9200,"RRD,Kettle"
"336",9201,"Woolworths,RRD,Sunbites"
"337",9216,"GrnWves,Doritos"
"338",9221,"Woolworths,Cheetos"
"339",9225,"Pringles"
"340",9286,"Doritos"
"341",9308,"Smiths,Sunbites"
"342",9321,"RRD,RRD"
"343",9331,"Natural"
"344",9364,"Thins"
"345",9372,"Smiths"
"346",9373,"Kettle"
"347",9380,"Tostitos"
"348",9386,"Tyrrells,Thins"
"349",9387,"Smiths"
"350",9403,"Pringles"
"351",9412,"Cobs"
"352",9423,"Pringles"
"353",9429,"Doritos,Kettle"
"354",9439,"Woolworths,Doritos,Twisties"
"355",9469,"Doritos"
"356",9479,"Smiths"
"357",9481,"Smiths"
"358",9483,"RRD,Pringles"
"359",10024,"Kettle"
"360",10046,"RRD,Tostitos,Cobs"
"361",10048,"Cobs,Smiths"
"362",10057,"RRD,Burger,GrnWves"
"363",10086,"Smiths,Doritos,Smiths"
"364",10165,"Woolworths,Smiths,Smith,Twisties,Smiths,Woolworths"
"365",10166,"Doritos,Doritos"
"366",10167,"Smiths,CCs,Doritos"
"367",10228,"Cobs,Pringles"
"368",10247,"GrnWves"
"369",12001,"Thins,Doritos,Doritos"
"370",12004,"Pringles,Kettle"
"371",12012,"Pringles"
"372",12013,"Kettle,Thins"
"373",12024,"Pringles"
"374",12026,"Infuzions,Twisties"
"375",12028,"Pringles"
"376",12051,"Doritos,Doritos,Thins"
"377",12055,"Thins"
"378",12057,"Twisties,Twisties"
"379",12059,"Twisties,Thins"
"380",12060,"Twisties"
"381",12066,"Smiths,Cobs"
"382",12068,"Infuzions"
"383",12069,"Kettle"
"384",12071,"Kettle"
"385",12073,"Smiths"
"386",12079,"Kettle"
"387",12096,"Doritos,Tostitos,Thins"
"388",12098,"Cobs"
"389",12105,"Infuzions"
"390",12111,"Kettle"
"391",12132,"Tyrrells"
"392",12133,"Thins,Doritos,Cheezels"
"393",12136,"Pringles,GrnWves"
"394",12137,"Infuzions,Pringles"
"395",12140,"Cobs"
"396",12147,"Tyrrells"
"397",12160,"Kettle,Pringles,Kettle"
"398",12161,"Kettle"
"399",12176,"Kettle,Kettle"
"400",12187,"Kettle"
"401",12199,"Kettle"
"402",12205,"Doritos"
"403",12206,"Tostitos,Kettle"
"404",12211,"Kettle"
"405",12212,"Doritos"
"406",12216,"Cobs,Kettle,Tyrrells"
"407",12218,"Thins"
"408",12229,"Kettle,Twisties,Doritos"
"409",12250,"Pringles"
"410",12251,"Cobs"
"411",12256,"Kettle"
"412",12271,"Infuzions"
"413",12284,"Infuzions"
"414",12286,"Tostitos,Twisties"
"415",12296,"Pringles"
"416",12307,"Doritos"
"417",12313,"GrnWves"
"418",12317,"Kettle,Kettle,Pringles"
"419",12324,"Thins,Kettle"
"420",12329,"Doritos,Tostitos"
"421",12331,"Infuzions,Infuzions,Doritos,GrnWves"
"422",12336,"Kettle,Kettle,Pringles,Smiths"
"423",12339,"GrnWves"
"424",12349,"Kettle,Pringles"
"425",12352,"Cobs"
"426",12353,"Tyrrells,Cobs"
"427",12358,"Cobs"
"428",12361,"Tostitos"
"429",12368,"Tyrrells"
"430",13027,"Natural,Smiths,Kettle,RRD,RRD,RRD"
"431",13035,"Tyrrells,Doritos,Woolworths,Tyrrells,Tostitos,Smiths,CCs"
"432",13068,"Tostitos,RRD,Pringles"
"433",13080,"Sunbites,Doritos,Woolworths,Kettle,Smiths,Doritos"
"434",13098,"RRD,RRD,RRD"
"435",13118,"Woolworths,Infuzions,Pringles,Infuzions"
"436",13123,"RRD,Infuzions,Thins,Doritos,Infuzions"
"437",13144,"Kettle,Kettle"
"438",13148,"Woolworths,RRD,CCs,Kettle,Tostitos,Pringles,Woolworths"
"439",13150,"Cheezels,Natural,RRD,Smiths,Smiths,Thins"
"440",13189,"Pringles,GrnWves,Cheezels"
"441",13203,"Smiths,Kettle,Smiths"
"442",13208,"Natural,Tyrrells,Thins,RRD,Kettle,Infuzions,Kettle"
"443",13211,"Kettle,RRD,Thins"
"444",14052,"Twisties"
"445",14089,"Twisties"
"446",14334,"Doritos"
"447",14398,"Thins"
"448",14464,"Doritos"
"449",15003,"Pringles"
"450",15011,"Kettle,Woolworths,Smiths,Pringles,Natural,Tyrrells,Smiths"
"451",15033,"Kettle,Tostitos,Burger,Pringles"
"452",15048,"Natural,Pringles,Twisties,Tyrrells"
"453",15065,"CCs,Smiths,RRD,Woolworths,Infuzions,Smiths,Cheezels,Smiths,Thins"
"454",15069,"Sunbites,Pringles"
"455",15070,"RRD,Woolworths,Twisties,Doritos,Pringles,Natural"
"456",15074,"Kettle,Smiths,RRD,Tostitos,Smiths,Infuzions,Tostitos,Kettle"
"457",15093,"Natural,Woolworths,Kettle,Pringles,Woolworths,Kettle"
"458",15101,"Pringles,GrnWves"
"459",15102,"Kettle,RRD"
"460",15109,"Burger,Cheetos"
"461",15113,"Twisties,RRD"
"462",15119,"Kettle,Thins"
"463",15147,"Doritos"
"464",15155,"Woolworths,Cheetos,RRD,Woolworths,Natural"
"465",15157,"RRD,Kettle,Infuzions,Smiths,Pringles,Woolworths,Woolworths,Thins,GrnWves"
"466",15158,"Kettle,GrnWves"
"467",15171,"Pringles,Twisties"
"468",15183,"Cobs,Infuzions"
"469",15184,"Smith,French"
"470",15193,"RRD,Tostitos,Infuzions,Pringles"
"471",15220,"Pringles,Kettle,Smiths"
"472",15230,"Natural,Tyrrells,Infuzions,CCs,Woolworths,Pringles"
"473",16016,"Twisties"
"474",16045,"Infuzions"
"475",16060,"Doritos,Twisties"
"476",16068,"RRD,Kettle"
"477",16074,"Doritos"
"478",16089,"Doritos"
"479",16097,"Kettle"
"480",16099,"Thins"
"481",16115,"Doritos"
"482",16132,"Cobs,Kettle,Smiths,Kettle"
"483",16150,"Kettle"
"484",16167,"Cheetos,Twisties,Tostitos"
"485",16203,"Cobs"
"486",16214,"CCs"
"487",16244,"GrnWves"
"488",16253,"GrnWves"
"489",16261,"Thins"
"490",16269,"Pringles"
"491",16279,"Kettle"
"492",16316,"Tyrrells"
"493",16323,"Kettle,Smiths"
"494",16326,"Smiths,Kettle"
"495",16332,"Smiths"
"496",16338,"Woolworths"
"497",16349,"Doritos,Burger"
"498",16362,"GrnWves"
"499",16382,"Twisties,Twisties"
"500",16408,"Kettle"
"501",16438,"Woolworths"
"502",16440,"CCs,Tostitos"
"503",16455,"Tostitos"
"504",16461,"Smiths,Infuzions"
"505",16492,"Twisties"
"506",16495,"Doritos"
"507",16499,"Thins,Infuzions"
"508",17010,"Infuzions"
"509",17012,"Kettle"
"510",17021,"Doritos"
"511",17030,"Twisties,Kettle"
"512",17043,"Smiths"
"513",17050,"Twisties"
"514",17072,"Doritos,Doritos"
"515",17074,"Infuzions,Thins"
"516",17075,"Pringles"
"517",17080,"Kettle"
"518",17088,"Kettle,Thins,Smiths"
"519",17093,"Pringles"
"520",17094,"Twisties,Kettle"
"521",17098,"Kettle"
"522",17100,"Pringles"
"523",17109,"Kettle"
"524",17111,"Smiths"
"525",17117,"Tostitos,Kettle"
"526",17119,"Doritos,Pringles,Thins,Doritos"
"527",17125,"Doritos"
"528",17129,"Thins,Kettle"
"529",17133,"Kettle"
"530",17134,"Doritos"
"531",17144,"Infuzions"
"532",17145,"Kettle,Pringles,Pringles"
"533",17148,"Cobs"
"534",17151,"Infuzions,Kettle,Pringles"
"535",17153,"Smiths,Pringles"
"536",17167,"Kettle,Tostitos,Kettle"
"537",17178,"Tyrrells,Twisties,GrnWves"
"538",17190,"Doritos"
"539",17192,"Kettle"
"540",17195,"Tyrrells"
"541",17202,"Pringles,Tostitos"
"542",17216,"Kettle"
"543",17218,"Tyrrells,Pringles"
"544",17223,"Twisties,Kettle"
"545",17225,"Cobs"
"546",17247,"Smiths"
"547",17250,"Cobs,Cheezels"
"548",17251,"Infuzions"
"549",17258,"Infuzions,Kettle"
"550",17259,"Kettle,Twisties"
"551",17260,"Tyrrells,Kettle"
"552",17261,"GrnWves,Pringles"
"553",17266,"Cheezels"
"554",17271,"Cobs"
"555",17272,"Pringles"
"556",17280,"Pringles,GrnWves"
"557",17295,"Cheezels,Pringles,Thins"
"558",17307,"Cobs"
"559",17311,"Tyrrells"
"560",17322,"Kettle,Tostitos"
"561",17323,"Cheezels,Pringles"
"562",17336,"Kettle,Kettle"
"563",17338,"Doritos,Doritos"
"564",17347,"Doritos"
"565",17357,"Cheezels"
"566",17358,"Pringles,Tyrrells"
"567",17366,"Thins,Cobs"
"568",17371,"Kettle,Doritos"
"569",17377,"GrnWves,Kettle"
"570",18001,"Kettle"
"571",18002,"Cobs"
"572",18031,"Thins"
"573",18047,"Kettle"
"574",18048,"Twisties,Kettle"
"575",18081,"Smiths"
"576",18086,"Kettle"
"577",18093,"Infuzions,Smiths,Doritos"
"578",18102,"Sunbites"
"579",18122,"CCs,Smiths,RRD"
"580",18123,"Cheezels,Natural,Pringles"
"581",18135,"Smiths"
"582",18150,"Kettle,Kettle"
"583",18152,"Kettle,Doritos"
"584",18155,"Kettle"
"585",18160,"Pringles"
"586",18171,"Cheezels"
"587",18181,"Kettle,Woolworths"
"588",18187,"Doritos,GrnWves,Infuzions"
"589",18236,"Smiths,Natural"
"590",18250,"Pringles"
"591",18263,"Smiths"
"592",18268,"Burger,Kettle"
"593",18295,"Infuzions"
"594",18321,"Doritos,Woolworths,Smiths,Infuzions"
"595",18325,"Smiths,Kettle,Smiths"
"596",18330,"Infuzions,Natural,Pringles"
"597",18333,"GrnWves"
"598",18346,"Pringles,Pringles"
"599",18348,"Doritos"
"600",18362,"Infuzions"
"601",18364,"Cobs"
"602",18365,"RRD"
"603",18372,"Natural,Doritos,Burger"
"604",18380,"CCs,Woolworths"
"605",18398,"Thins,Pringles"
"606",18402,"Infuzions,Pringles"
"607",18440,"Sunbites"
"608",18451,"Pringles"
"609",18464,"Infuzions"
"610",18467,"Kettle,RRD,Pringles"
"611",18471,"Thins"
"612",18473,"Kettle"
"613",18479,"Kettle"
"614",19016,"Smiths,Smiths,Doritos"
"615",19020,"Doritos,Pringles,Pringles"
"616",19026,"Doritos,Doritos"
"617",19029,"Kettle,Pringles,Pringles"
"618",19055,"Kettle,Kettle"
"619",19061,"Doritos,Thins"
"620",19063,"Kettle,Pringles,Kettle,Doritos,Pringles"
"621",19064,"Tyrrells,Tyrrells,Cobs"
"622",19069,"Thins,Cobs"
"623",19075,"Thins,Pringles,Twisties,Infuzions"
"624",19077,"Kettle,Pringles,Pringles,Pringles,Tostitos"
"625",19091,"Doritos"
"626",19104,"Infuzions,Pringles"
"627",19107,"Twisties,Doritos,Cobs"
"628",19125,"Tostitos,Smiths"
"629",19126,"Kettle,Infuzions,Doritos,Tostitos,Pringles,Kettle"
"630",19134,"Smiths"
"631",19139,"Doritos,Doritos,Doritos,Tostitos"
"632",19143,"Kettle,Tostitos"
"633",19144,"GrnWves,Twisties,Infuzions,Cobs"
"634",19152,"Thins,Infuzions,Kettle"
"635",19154,"Kettle"
"636",19162,"Tyrrells"
"637",19170,"Kettle,Cheezels,Tostitos"
"638",19174,"Twisties,Thins,Infuzions,Infuzions"
"639",19179,"Infuzions"
"640",19181,"Kettle,Kettle"
"641",19182,"Tostitos,Cobs"
"642",19195,"Cheezels,Twisties,Pringles"
"643",19208,"Pringles,Doritos,GrnWves,Twisties"
"644",19217,"Pringles,Tostitos,Doritos,Infuzions"
"645",19219,"Pringles,Pringles,Thins,Pringles,Twisties"
"646",19221,"Pringles,Twisties"
"647",19222,"Smiths,Doritos"
"648",19224,"Kettle,Kettle"
"649",19246,"Kettle,Twisties"
"650",19247,"Kettle,Infuzions,Kettle"
"651",19248,"Kettle,Thins,Pringles,Kettle"
"652",19250,"Smiths,Cheezels,Cobs"
"653",19254,"Smiths,Thins"
"654",19257,"Kettle"
"655",19274,"Pringles,Doritos,Kettle"
"656",19276,"Pringles"
"657",19286,"Infuzions,Infuzions,Doritos,Thins,Pringles"
"658",19291,"Twisties,Doritos,Cobs"
"659",19301,"Infuzions,Doritos"
"660",19306,"Pringles,Thins,Kettle"
"661",19308,"Doritos,Cobs"
"662",19309,"Pringles"
"663",19312,"Pringles,Kettle"
"664",19320,"Kettle,Kettle"
"665",19331,"Tyrrells"
"666",19337,"Cobs,Kettle,Pringles"
"667",20000,"Cobs"
"668",20001,"Infuzions"
"669",20011,"Doritos,Sunbites"
"670",20012,"GrnWves"
"671",20018,"Cheezels,Natural,Tostitos"
"672",20026,"Cheezels"
"673",20034,"Kettle"
"674",20042,"Cobs"
"675",20062,"Pringles,Smiths"
"676",20067,"Doritos"
"677",20077,"GrnWves"
"678",20090,"Smiths"
"679",20109,"Kettle"
"680",20118,"Doritos"
"681",20166,"Kettle"
"682",20183,"Smiths,Doritos"
"683",20200,"Thins"
"684",20212,"Doritos,Doritos"
"685",20216,"Thins"
"686",20227,"Cheetos"
"687",20236,"Infuzions"
"688",20244,"Infuzions"
"689",20260,"Kettle,Smiths"
"690",20261,"Pringles,Infuzions"
"691",20308,"Smiths"
"692",20315,"Doritos,Kettle"
"693",20336,"Woolworths,RRD"
"694",20348,"Kettle"
"695",20353,"RRD,Pringles"
"696",20371,"Smiths"
"697",20375,"Tyrrells,RRD"
"698",20388,"Smith,Pringles,Thins"
"699",20403,"RRD,RRD"
"700",20412,"Woolworths"
"701",20413,"Doritos,RRD"
"702",20422,"Doritos,RRD,Cheetos"
"703",20427,"Pringles,Woolworths,Doritos"
"704",20430,"Kettle,Infuzions"
"705",20431,"Cobs,Woolworths,Doritos"
"706",20436,"Smiths"
"707",20454,"Doritos"
"708",20471,"RRD"
"709",20480,"Infuzions,RRD,Doritos"
"710",20484,"Thins"
"711",20505,"Infuzions"
"712",21014,"Kettle"
"713",21015,"Doritos"
"714",21020,"Doritos,Thins"
"715",21025,"Kettle,Pringles"
"716",21046,"Doritos,Tostitos,Kettle"
"717",21066,"Cobs,Tyrrells,Doritos"
"718",21068,"Tostitos"
"719",21069,"Kettle"
"720",21072,"Doritos"
"721",21076,"Infuzions,GrnWves"
"722",21102,"Pringles,Pringles"
"723",21105,"Pringles"
"724",21133,"Cobs"
"725",21134,"Cobs,Tyrrells,Twisties"
"726",21136,"Kettle"
"727",21139,"Kettle,Twisties"
"728",21141,"Twisties,Kettle"
"729",21149,"Doritos,Doritos,Twisties"
"730",21150,"Infuzions,GrnWves,Kettle"
"731",21166,"Kettle"
"732",21176,"Kettle"
"733",21191,"Tyrrells,Doritos"
"734",21200,"Kettle"
"735",21202,"Doritos"
"736",21207,"Pringles"
"737",21209,"Kettle"
"738",21212,"Twisties,Pringles,Kettle"
"739",21227,"Twisties"
"740",21247,"Cobs"
